cycle,timestamp,tm_method,expert,num_selected,lp_status,pre_mlu,post_mlu,decision_ms,rules_pushed
47,1773620533.3298419,oracle,bottleneck,40,Optimal,737.1125881830853,734.2651485443117,59.703999999328516,9
48,1773620533.389597,oracle,bottleneck,40,Optimal,767.1436288833619,767.1436288833619,59.484458004590124,7
49,1773620533.448909,oracle,bottleneck,40,Optimal,778.4693826675414,783.6564513865005,59.04141599603463,16
50,1773620533.509016,oracle,bottleneck,40,Optimal,809.0576409968829,822.3890595118206,59.81958300253609,12
51,1773620533.569762,oracle,bottleneck,40,Optimal,842.3634814580279,848.0908384323118,60.39549999695737,12
52,1773620533.6307771,oracle,bottleneck,40,Optimal,883.9454198201498,847.027776082357,60.73679200198967,13
53,1773620533.692205,oracle,bottleneck,40,Optimal,867.3525201161704,865.1724537531534,61.15199999476317,11
54,1773620533.753833,oracle,bottleneck,40,Optimal,889.8170593897506,897.381104596456,61.35050000011688,10
55,1773620533.8159208,oracle,bottleneck,40,Optimal,926.664327685038,926.664327685038,61.76404200232355,10
56,1773620533.876767,oracle,bottleneck,40,Optimal,924.8693670908609,922.8769837697348,60.550709000381175,15
57,1773620533.937566,oracle,bottleneck,40,Optimal,950.310653177897,962.2399482091266,60.52612500207033,16
58,1773620533.998593,oracle,bottleneck,40,Optimal,967.2749462763468,975.8190985997517,60.7418340005097,8
59,1773620534.059663,oracle,bottleneck,40,Optimal,1009.0344720840452,1022.9009378433227,60.779458995966706,10
60,1773620534.121724,oracle,bottleneck,40,Optimal,1021.4861958821615,1005.9698567708334,61.77716700040037,9
61,1773620534.183491,oracle,bottleneck,40,Optimal,1030.3153449376425,985.892819404602,61.45133300015004,8
62,1773620534.2916758,oracle,bottleneck,40,Optimal,1028.071686617533,1028.071686617533,107.90341599931708,9
63,1773620534.355733,oracle,bottleneck,40,Optimal,1048.3458399376786,1046.6689275105791,63.79929200193146,12
64,1773620534.4173188,oracle,bottleneck,40,Optimal,1046.8091599782308,1018.1670581981696,61.18462500307942,13
65,1773620534.47935,oracle,bottleneck,40,Optimal,1030.0488494235808,1080.524656105042,61.75691699900199,13
66,1773620534.54144,oracle,bottleneck,40,Optimal,1112.343026860555,1089.3376857757569,61.77929200202925,12
67,1773620534.603306,oracle,bottleneck,40,Optimal,1085.9958527882895,1103.3604905446373,61.57704100041883,7
68,1773620534.666153,oracle,bottleneck,40,Optimal,1093.448134358724,1085.6049367268881,62.545917004172225,16
69,1773620534.727526,oracle,bottleneck,40,Optimal,1071.0060003916424,1077.384379196167,61.09808300243458,11
70,1773620534.789232,oracle,bottleneck,40,Optimal,1076.9356735865274,1083.5583801905314,61.40204199618893,11
71,1773620534.850821,oracle,bottleneck,40,Optimal,1112.1517061233515,1072.8778271357212,61.31220799579751,14
72,1773620534.912811,oracle,bottleneck,40,Optimal,1079.8467354456584,1107.5647631963095,61.69229200168047,14
73,1773620534.974602,oracle,bottleneck,40,Optimal,1100.7921080907186,1092.2312438329059,61.48629100061953,14
74,1773620535.035779,oracle,bottleneck,40,Optimal,1093.2267722447712,1086.929363759359,60.891875000379514,18
75,1773620535.094996,oracle,bottleneck,40,Optimal,1116.8474433898928,1123.494837188721,58.92470800608862,17
