cycle,timestamp,tm_method,expert,num_selected,lp_status,pre_mlu,post_mlu,decision_ms,rules_pushed
42,1773620522.485365,oracle,bottleneck,40,Optimal,0.1809985131390573,0.17667182644335738,30.149874997732695,7
43,1773620522.515349,oracle,bottleneck,40,Optimal,0.17889213399012227,0.17209781965166535,29.823791999660898,5
44,1773620522.5455291,oracle,bottleneck,40,Optimal,0.17822888729620684,0.17760495154614447,30.019958001503255,13
45,1773620522.574826,oracle,bottleneck,40,Optimal,0.17475344795395914,0.1755057302706841,29.128958994988352,13
46,1773620522.604726,oracle,bottleneck,40,Optimal,0.18002165390377214,0.17605743197581744,29.73783299967181,12
47,1773620522.636319,oracle,bottleneck,40,Optimal,0.1806466700650297,0.17723039757013598,31.380290995002724,13
48,1773620522.666145,oracle,bottleneck,40,Optimal,0.1811331519390786,0.18059555666790725,29.665250003745314,6
49,1773620522.6961658,oracle,bottleneck,40,Optimal,0.18811205515747037,0.18482608807125295,29.859333000786137,6
50,1773620522.726497,oracle,bottleneck,40,Optimal,0.18598777668515754,0.18530225598179523,30.175915999279823,9
51,1773620522.756392,oracle,bottleneck,40,Optimal,0.18417182337857985,0.1796611498903657,29.703790998610202,11
52,1773620522.7862341,oracle,bottleneck,40,Optimal,0.1877482468493275,0.18301883639345526,29.65179199964041,11
53,1773620522.8162339,oracle,bottleneck,40,Optimal,0.18622461488514408,0.18292146144506427,29.814541994710453,10
54,1773620522.8461592,oracle,bottleneck,40,Optimal,0.18816960790716217,0.18241722274536096,29.751292000582907,8
55,1773620522.8760571,oracle,bottleneck,40,Optimal,0.18900974263150327,0.18477426672481637,29.745334002655,11
56,1773620522.905762,oracle,bottleneck,40,Optimal,0.18768818226882894,0.18673383903868299,29.548165999585763,10
57,1773620522.9351192,oracle,bottleneck,40,Optimal,0.1894021018828463,0.18639837646154378,29.18458299973281,7
58,1773620522.9651468,oracle,bottleneck,40,Optimal,0.18766355738574772,0.18731843019562136,29.85445800004527,10
59,1773620522.9951518,oracle,bottleneck,40,Optimal,0.1848116730262099,0.1847074039908585,29.826166995917447,8
60,1773620523.026456,oracle,bottleneck,40,Optimal,0.18364722889070828,0.18239116789370663,31.10579199710628,10
61,1773620523.0581062,oracle,bottleneck,40,Optimal,0.18695869844008428,0.18121195588719285,31.48108299501473,9
62,1773620523.088504,oracle,bottleneck,40,Optimal,0.1829412485762787,0.18012873731601808,30.204707996745128,7
63,1773620523.118248,oracle,bottleneck,40,Optimal,0.19897433368578188,0.1897124929950102,29.57058399624657,9
64,1773620523.148127,oracle,bottleneck,40,Optimal,0.18718955761760828,0.18709474454903058,29.711875002249144,6
65,1773620523.178244,oracle,bottleneck,40,Optimal,0.18673718262590347,0.18403060928690634,29.940458000055514,9
66,1773620523.208098,oracle,bottleneck,40,Optimal,0.18500651956796238,0.18364798549532096,29.700041995965876,10
67,1773620523.2378109,oracle,bottleneck,40,Optimal,0.18915175440195175,0.18585911229706698,29.562125004304107,7
68,1773620523.267382,oracle,bottleneck,40,Optimal,0.18688476128414563,0.1823321782361708,29.405499997665174,6
69,1773620523.297055,oracle,bottleneck,40,Optimal,0.1810575138743795,0.18037417280514634,29.50599999894621,13
70,1773620523.3269818,oracle,bottleneck,40,Optimal,0.1843381047293632,0.18396294954529072,29.7459590001381,13
71,1773620523.3572211,oracle,bottleneck,40,Optimal,0.18105755741055957,0.18120132366398864,30.060834003961645,9
72,1773620523.3871202,oracle,bottleneck,40,Optimal,0.18881752408614857,0.1872271782248276,29.727625005762093,6
73,1773620523.417074,oracle,bottleneck,40,Optimal,0.19144860267229213,0.18457130377872707,29.79225000308361,10
74,1773620523.446951,oracle,bottleneck,40,Optimal,0.18757295125916731,0.18150460424695364,29.70587500021793,7
75,1773620523.4767292,oracle,bottleneck,40,Optimal,0.18640703821325058,0.18034435804887602,29.570875005447306,3
