cycle,timestamp,tm_method,expert,num_selected,lp_status,pre_mlu,post_mlu,decision_ms,rules_pushed
1,1773622879.575349,oracle,bottleneck,40,Optimal,0.2448371664971579,0.13821670119355733,33.79137500451179,23
2,1773622879.6181161,oracle,bottleneck,40,Optimal,0.13559427571929988,0.13497622174754306,42.69358400051715,11
3,1773622879.655551,oracle,bottleneck,40,Optimal,0.13489464683799274,0.13157152194625704,37.35062499617925,6
4,1773622879.695148,oracle,bottleneck,40,Optimal,0.13330530822421274,0.13378378542473676,39.538915996672586,8
5,1773622879.728373,oracle,bottleneck,40,Optimal,0.1344291594623633,0.13244557825746198,33.15720800310373,10
6,1773622879.767057,oracle,bottleneck,40,Optimal,0.13000343807424727,0.1295736622527817,38.62320800544694,12
7,1773622879.807509,oracle,bottleneck,40,Optimal,0.12895255647979056,0.12747414169473503,40.35749999457039,11
8,1773622879.864426,oracle,bottleneck,40,Optimal,0.1312993526829639,0.12746126106871997,56.80754100467311,6
9,1773622879.916105,oracle,bottleneck,40,Optimal,0.1311762708396642,0.12771757437489042,51.5921249971143,8
10,1773622879.965421,oracle,bottleneck,40,Optimal,0.1295592809560318,0.12789141171567364,49.019500002032146,6
11,1773622879.9993012,oracle,bottleneck,40,Optimal,0.12981182054955262,0.12532646120401528,33.712791999278124,8
12,1773622880.0333319,oracle,bottleneck,40,Optimal,0.12716614468597526,0.12442054759204176,33.93674999824725,10
13,1773622880.0676339,oracle,bottleneck,40,Optimal,0.12727818819276396,0.12403214710844852,34.246000002895016,3
14,1773622880.102761,oracle,bottleneck,40,Optimal,0.12953309535016141,0.1235187823433233,35.06720899895299,10
15,1773622880.133215,oracle,bottleneck,40,Optimal,0.12628243814575676,0.12365454963383961,30.399333001696505,2
16,1773622880.170447,oracle,bottleneck,40,Optimal,0.11968291740117666,0.120171177731574,37.1748750039842,9
17,1773622880.2025201,oracle,bottleneck,40,Optimal,0.1269782109811778,0.12265602309235168,31.986166999558918,8
18,1773622880.232864,oracle,bottleneck,40,Optimal,0.1273180388100797,0.12582622600768192,30.279874998086598,9
19,1773622880.2630332,oracle,bottleneck,40,Optimal,0.1262092503409232,0.12220475113458026,30.110874999081716,12
20,1773622880.293065,oracle,bottleneck,40,Optimal,0.1274050960865367,0.12465260399805038,29.96691699809162,10
21,1773622880.3230898,oracle,bottleneck,40,Optimal,0.12583622584719178,0.12449772395926287,29.963417000544723,15
22,1773622880.354317,oracle,bottleneck,40,Optimal,0.1297491371285511,0.12898363223871928,31.169750000117347,12
23,1773622880.384779,oracle,bottleneck,40,Optimal,0.13277913764386137,0.13261944615752463,30.38295899750665,2
24,1773622880.414407,oracle,bottleneck,40,Optimal,0.1355660649986706,0.13543689489502792,29.570499995315913,7
25,1773622880.4454699,oracle,bottleneck,40,Optimal,0.1432905321959068,0.1390471520897865,30.99558399844682,6
26,1773622880.4764109,oracle,bottleneck,40,Optimal,0.14497488354673843,0.14289251291975644,30.87858299841173,3
27,1773622880.506145,oracle,bottleneck,40,Optimal,0.1560128686311585,0.14499657381120692,29.673832999833394,4
28,1773622880.5361438,oracle,bottleneck,40,Optimal,0.15377119504582545,0.15091244008453417,29.943582994746976,4
29,1773622880.5659451,oracle,bottleneck,40,Optimal,0.1559246001617657,0.15380504520405866,29.74333399470197,5
30,1773622880.5954921,oracle,bottleneck,40,Optimal,0.15853037709339704,0.1574947069887974,29.490624998288695,11
31,1773622880.625986,oracle,bottleneck,40,Optimal,0.16021943000981254,0.1582731713209287,30.42533400002867,11
32,1773622880.656967,oracle,bottleneck,40,Optimal,0.16245851585346588,0.16142743928638542,30.917957999918144,14
33,1773622880.689771,oracle,bottleneck,40,Optimal,0.17155959503042179,0.15979566467413217,32.74562500155298,15
34,1773622880.7194781,oracle,bottleneck,40,Optimal,0.17188875511401944,0.1681963552405209,29.644624999491498,17
35,1773622880.749117,oracle,bottleneck,40,Optimal,0.1709738608829656,0.1696315069505579,29.575458000181243,18
36,1773622880.77877,oracle,bottleneck,40,Optimal,0.17293852280452146,0.17191266302310448,29.592624996439554,11
37,1773622880.810965,oracle,bottleneck,40,Optimal,0.17776257457750258,0.17455596167903564,32.128250000823755,7
38,1773622880.841749,oracle,bottleneck,40,Optimal,0.17838421479606897,0.17327298052487988,30.725333002919797,10
39,1773622880.871756,oracle,bottleneck,40,Optimal,0.17485070261381042,0.17136399664917598,29.94862500054296,10
40,1773622880.901612,oracle,bottleneck,40,Optimal,0.17426099891302482,0.17288631440412824,29.794499998388346,14
41,1773622880.9415638,oracle,bottleneck,40,Optimal,0.18166467303532838,0.17529087708562727,39.86725000140723,11
42,1773622880.971709,oracle,bottleneck,40,Optimal,0.1809985131390573,0.17667182644335738,30.089874999248423,7
43,1773622881.001641,oracle,bottleneck,40,Optimal,0.17889213399012227,0.17209781965166535,29.867083998396993,5
44,1773622881.032795,oracle,bottleneck,40,Optimal,0.17822888729620684,0.17760495154614447,31.093375000637025,13
45,1773622881.063524,oracle,bottleneck,40,Optimal,0.17475344795395914,0.1755057302706841,30.65687499474734,13
46,1773622881.0932128,oracle,bottleneck,40,Optimal,0.18002165390377214,0.17605743197581744,29.617916996357962,12
47,1773622881.122381,oracle,bottleneck,40,Optimal,0.1806466700650297,0.17723039757013598,29.1066249992582,13
48,1773622881.151525,oracle,bottleneck,40,Optimal,0.1811331519390786,0.18059555666790725,29.070958000374958,6
49,1773622881.1802082,oracle,bottleneck,40,Optimal,0.18811205515747037,0.18482608807125295,28.61783299886156,6
50,1773622881.2117739,oracle,bottleneck,40,Optimal,0.18598777668515754,0.18530225598179523,31.458208002732135,9
51,1773622881.2398798,oracle,bottleneck,40,Optimal,0.18417182337857985,0.1796611498903657,28.051665998646058,11
52,1773622881.267861,oracle,bottleneck,40,Optimal,0.1877482468493275,0.18301883639345526,27.927791998081375,11
53,1773622881.296173,oracle,bottleneck,40,Optimal,0.18622461488514408,0.18292146144506427,28.251708004972897,10
54,1773622881.3241851,oracle,bottleneck,40,Optimal,0.18816960790716217,0.18241722274536096,27.953041993896477,8
55,1773622881.3520691,oracle,bottleneck,40,Optimal,0.18900974263150327,0.18477426672481637,27.821791998576373,11
56,1773622881.3798459,oracle,bottleneck,40,Optimal,0.18768818226882894,0.18673383903868299,27.71500000380911,10
57,1773622881.407615,oracle,bottleneck,40,Optimal,0.1894021018828463,0.18639837646154378,27.701708997483365,7
58,1773622881.435253,oracle,bottleneck,40,Optimal,0.18766355738574772,0.18731843019562136,27.578999994148035,10
59,1773622881.4630349,oracle,bottleneck,40,Optimal,0.1848116730262099,0.1847074039908585,27.72033299697796,8
60,1773622881.490845,oracle,bottleneck,40,Optimal,0.18364722889070828,0.18239116789370663,27.74354199937079,10
61,1773622881.5774531,oracle,bottleneck,40,Optimal,0.18695869844008428,0.18121195588719285,86.55170800193446,9
62,1773622881.605624,oracle,bottleneck,40,Optimal,0.1829412485762787,0.18012873731601808,28.117958005168475,7
63,1773622881.63336,oracle,bottleneck,40,Optimal,0.19897433368578188,0.1897124929950102,27.678874997945968,9
64,1773622881.660667,oracle,bottleneck,40,Optimal,0.18718955761760828,0.18709474454903058,27.251541992882267,6
65,1773622881.6881301,oracle,bottleneck,40,Optimal,0.18673718262590347,0.18403060928690634,27.39645799738355,9
66,1773622881.715476,oracle,bottleneck,40,Optimal,0.18500651956796238,0.18364798549532096,27.288165998470504,10
67,1773622881.742901,oracle,bottleneck,40,Optimal,0.18915175440195175,0.18585911229706698,27.36991600249894,7
68,1773622881.769994,oracle,bottleneck,40,Optimal,0.18688476128414563,0.1823321782361708,27.01737500319723,6
69,1773622881.7973928,oracle,bottleneck,40,Optimal,0.1810575138743795,0.18037417280514634,27.34091599995736,13
70,1773622881.8245,oracle,bottleneck,40,Optimal,0.1843381047293632,0.18396294954529072,27.037959000153933,13
71,1773622881.851275,oracle,bottleneck,40,Optimal,0.18105755741055957,0.18120132366398864,26.7231250036275,9
72,1773622881.878328,oracle,bottleneck,40,Optimal,0.18881752408614857,0.1872271782248276,26.98824999970384,6
73,1773622881.905441,oracle,bottleneck,40,Optimal,0.19144860267229213,0.18457130377872707,27.057125000283122,10
74,1773622881.935337,oracle,bottleneck,40,Optimal,0.18757295125916731,0.18150460424695364,29.833125001459848,7
75,1773622881.9633641,oracle,bottleneck,40,Optimal,0.18640703821325058,0.18034435804887602,27.96291700360598,3
