cycle,timestamp,tm_method,expert,num_selected,lp_status,pre_mlu,post_mlu,decision_ms,rules_pushed
1,1773623082.8011642,oracle,bottleneck,40,Optimal,0.02450878141080979,0.017189353951716318,685.0035000024945,35
2,1773623082.866577,oracle,bottleneck,40,Optimal,0.01823266876070866,0.01785550040112777,65.21108299784828,2
3,1773623082.9653382,oracle,bottleneck,40,Optimal,0.018122104176240585,0.017993207072521916,98.58525000163354,2
4,1773623083.0196412,oracle,bottleneck,40,Optimal,0.01822028947845519,0.01788057244648174,54.098458000225946,11
5,1773623083.078311,oracle,bottleneck,40,Optimal,0.017163134916512,0.017158000117151028,58.49758299882524,12
6,1773623083.135902,oracle,bottleneck,40,Optimal,0.01764702401523239,0.017465194965870054,57.393040995521005,14
7,1773623083.1895769,oracle,bottleneck,40,Optimal,0.018124583534574867,0.017829455055242367,53.48229100491153,4
8,1773623083.2434409,oracle,bottleneck,40,Optimal,0.018277204158946514,0.01824707108569932,53.68783300218638,14
9,1773623083.2972631,oracle,bottleneck,40,Optimal,0.01830400645066592,0.0176659967636015,53.65229200106114,1
10,1773623083.352034,oracle,bottleneck,40,Optimal,0.018313170906778344,0.01768064703500812,54.58891600574134,13
11,1773623083.4080389,oracle,bottleneck,40,Optimal,0.01816670796743428,0.017602195398829925,55.79129100078717,1
12,1773623083.46469,oracle,bottleneck,40,Optimal,0.020228574511368756,0.019264920234622677,56.43104200134985,10
13,1773623083.51893,oracle,bottleneck,40,Optimal,0.01828936620712609,0.01820957766169012,54.057541994552594,5
14,1773623083.571074,oracle,bottleneck,40,Optimal,0.018255058750312317,0.017676539234689453,51.977417002490256,5
15,1773623083.621581,oracle,bottleneck,40,Optimal,0.01862166228738549,0.018417118704090525,50.32999999821186,2
16,1773623083.708433,oracle,bottleneck,40,Optimal,0.01881088021083864,0.017959717878709376,86.68208299786784,12
17,1773623083.7592971,oracle,bottleneck,40,Optimal,0.017120476260313544,0.016701029742905132,50.679332998697646,15
18,1773623083.810046,oracle,bottleneck,40,Optimal,0.017564461517922184,0.017370267468760817,50.5658339970978,16
19,1773623083.861266,oracle,bottleneck,40,Optimal,0.0174058212772275,0.017066079258539618,51.039208003203385,16
20,1773623083.9114182,oracle,bottleneck,40,Optimal,0.01829198365449844,0.018067160011332517,49.98216599778971,15
21,1773623083.962162,oracle,bottleneck,40,Optimal,0.018902370413615987,0.01780682030406571,50.565874997118954,20
22,1773623084.0133529,oracle,bottleneck,40,Optimal,0.01933360849738814,0.01728164831789976,51.01229200226953,15
23,1773623084.063849,oracle,bottleneck,40,Optimal,0.026765833305167474,0.025508177707932254,50.319166999543086,11
24,1773623084.114743,oracle,bottleneck,40,Optimal,0.022944336503347578,0.022728093850197268,50.732000003336,8
25,1773623084.16522,oracle,bottleneck,40,Optimal,0.018092184112812923,0.015370400894329922,50.25704099534778,10
26,1773623084.215738,oracle,bottleneck,40,Optimal,0.015949925204597582,0.015783662035879015,50.34199999499833,3
27,1773623084.266094,oracle,bottleneck,40,Optimal,0.01669215313867388,0.015949731822164897,50.183958002889995,15
28,1773623084.357625,oracle,bottleneck,40,Optimal,0.01637418491501093,0.016132354721658665,91.36345799925039,10
29,1773623084.409873,oracle,bottleneck,40,Optimal,0.015229363445790725,0.014910262875247557,52.061666996451095,10
30,1773623084.462316,oracle,bottleneck,40,Optimal,0.02073891465435625,0.01580353962605034,52.27533300057985,12
31,1773623084.514533,oracle,bottleneck,40,Optimal,0.028561745901280522,0.02856174590128052,52.043374998902436,7
32,1773623084.568713,oracle,bottleneck,40,Optimal,0.019350610849412562,0.016115003450641367,54.01929199433653,17
33,1773623084.6227992,oracle,bottleneck,40,Optimal,0.01614956987981357,0.015439375355543464,53.907834000710864,11
34,1773623084.677276,oracle,bottleneck,40,Optimal,0.032368098263413976,0.03101601290584006,54.28554099489702,16
35,1773623084.731176,oracle,bottleneck,40,Optimal,0.02763822067603066,0.02736619314522635,53.693583999120165,13
36,1773623084.785357,oracle,bottleneck,40,Optimal,0.023507947420899827,0.01919509361532519,53.98754199995892,15
37,1773623084.8393888,oracle,bottleneck,40,Optimal,0.028561251193374187,0.028561251193374187,53.858084000239614,2
38,1773623084.936121,oracle,bottleneck,40,Optimal,0.04273698810234046,0.042736988120307996,96.55604200088419,12
39,1773623084.9905221,oracle,bottleneck,40,Optimal,0.038393356088208944,0.03777839111064203,54.20533400319982,11
40,1773623085.045985,oracle,bottleneck,40,Optimal,0.020625996241933363,0.017232729590079997,55.288834002567455,14
41,1773623085.1009521,oracle,bottleneck,40,Optimal,0.01639588589260664,0.014523580525854132,54.78279099770589,6
42,1773623085.1554298,oracle,bottleneck,40,Optimal,0.015192210670098058,0.014980542857606796,54.27616700035287,12
43,1773623085.209378,oracle,bottleneck,40,Optimal,0.01467309918116204,0.014536497424004407,53.766999997606035,15
44,1773623085.250391,oracle,bottleneck,40,Optimal,0.010773177712835234,0.005384921367236519,40.805500000715256,23
